Id,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,SoldTime
317,RL,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,Gd,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,Ex,Typ,TA,Attchd,RFn,TA,TA,Y,0,GdPrv,0,WD,Normal,60,94.0,13005,7,7,29,29,278.0,692,0,153,845,1153,1200,0,2353,1,0,2,1,4,1,10,1,26.0,2,484,288,195,0,0,0,0,0,8,2009,260000,2009-08-01
318,FV,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,60,75.0,9000,8,5,1,1,0.0,0,0,1088,1088,1088,871,0,1959,0,0,2,1,3,1,8,1,1.0,3,1025,208,46,0,0,0,0,0,12,2007,270000,2007-12-01
319,RL,Pave,0,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,60,90.0,9900,7,5,16,16,256.0,987,0,360,1347,1372,1274,0,2646,1,0,2,1,4,1,9,1,16.0,3,656,340,60,144,0,0,0,0,4,2009,260000,2009-04-01
320,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,0,0,0,WD,Normal,80,0.0,14115,7,5,29,29,225.0,1036,0,336,1372,1472,0,0,1472,1,0,2,0,3,1,6,2,29.0,2,588,233,48,0,0,0,0,0,6,2009,187500,2009-06-01
321,RL,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,Ex,Gd,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,New,Partial,60,111.0,16259,9,5,0,0,370.0,0,0,1249,1249,1249,1347,0,2596,0,0,3,1,4,1,9,0,2020.0,3,840,240,154,0,0,0,0,0,9,2006,342643,2006-09-01
322,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,0,0,0,WD,Normal,60,99.0,12099,8,5,3,3,388.0,970,0,166,1136,1136,1332,0,2468,1,0,2,1,4,1,10,1,3.0,3,872,184,154,0,0,0,0,0,6,2007,354000,2007-06-01
323,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,Gd,TA,CBlock,TA,TA,Gd,LwQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,0,MnPrv,0,WD,Normal,60,86.0,10380,7,5,21,20,172.0,28,1474,0,1502,1553,1177,0,2730,1,0,2,1,4,1,8,1,20.0,2,576,201,96,0,0,0,0,0,8,2007,301000,2007-08-01
324,RM,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Attchd,Unf,Fa,TA,Y,0,0,0,WD,Normal,20,49.0,5820,3,8,51,1,0.0,256,0,906,1162,1163,0,0,1163,1,0,1,0,3,1,6,0,51.0,1,220,142,98,0,0,0,0,0,7,2006,126175,2006-07-01
325,RL,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,Gd,Gd,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,0,0,0,WD,Normal,80,96.0,11275,7,7,43,3,300.0,0,0,710,710,1898,1080,0,2978,0,0,2,1,5,1,11,1,49.0,2,564,240,0,0,0,0,0,0,6,2010,242000,2010-06-01
326,RM,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,Po,N,FuseF,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,45,50.0,5000,5,6,66,57,0.0,116,0,604,720,803,0,0,803,0,0,1,0,2,1,5,0,66.0,2,360,0,0,244,0,0,0,0,12,2007,87000,2007-12-01
327,RL,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,BrkFace,None,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,0,0,0,Con,Normal,120,32.0,10846,8,5,15,15,0.0,1619,0,100,1719,1719,0,0,1719,2,0,1,1,1,1,6,2,15.0,2,473,122,30,0,0,0,0,0,5,2008,324000,2008-05-01
328,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,20,80.0,11600,6,5,46,46,175.0,565,0,818,1383,1383,0,0,1383,0,0,1,1,3,1,7,0,46.0,1,292,0,45,0,0,0,0,0,4,2006,145250,2006-04-01
329,RL,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,N,FuseA,Gd,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,75,0.0,11888,6,6,93,15,0.0,0,0,844,844,1445,689,0,2134,0,0,2,0,5,1,10,0,79.0,2,441,0,60,268,0,0,0,0,7,2009,214500,2009-07-01
330,RM,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,PConc,TA,TA,Mn,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,0,Detchd,Unf,Fa,Fa,N,0,GdWo,0,WD,Normal,70,60.0,6402,5,5,89,59,0.0,0,0,596,596,596,596,0,1192,0,0,1,0,3,1,6,0,89.0,1,189,0,0,137,0,0,0,0,7,2009,78000,2009-07-01
331,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,90,0.0,10624,5,4,43,43,84.0,40,264,1424,1728,1728,0,0,1728,0,1,2,0,6,2,10,0,5.0,1,352,155,0,0,0,0,0,0,11,2007,119000,2007-11-01
332,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Fa,Y,SBrkr,TA,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,20,70.0,8176,5,6,49,15,0.0,846,0,210,1056,1056,0,0,1056,1,0,1,0,3,1,6,0,49.0,1,308,0,0,0,0,0,0,0,8,2007,139000,2007-08-01
333,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,0,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,20,85.0,10655,8,5,6,5,296.0,1124,479,1603,3206,1629,0,0,1629,1,0,2,0,3,1,7,1,6.0,3,880,0,0,0,0,0,0,0,10,2009,284000,2009-10-01
334,RM,Pave,0,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,120,59.0,8198,7,5,4,4,146.0,720,0,638,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,4.0,2,484,192,30,0,0,0,0,0,7,2008,207000,2008-07-01
335,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,60,59.0,9042,6,5,10,10,0.0,828,0,115,943,943,695,0,1638,1,0,2,1,3,1,7,2,10.0,2,472,100,38,0,0,0,0,0,7,2008,192000,2008-07-01
336,RL,Grvl,0,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Gd,ALQ,BLQ,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,0,0,Shed,WD,Normal,190,0.0,164660,5,6,43,43,0.0,1249,147,103,1499,1619,167,0,1786,2,0,2,0,3,1,7,2,43.0,2,529,670,0,0,0,0,0,700,8,2008,228950,2008-08-01
337,RL,Pave,0,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,20,86.0,14157,9,5,2,1,200.0,1249,0,673,1922,1922,0,0,1922,1,0,2,0,3,1,8,1,2.0,3,676,178,51,0,0,0,0,0,7,2007,377426,2007-07-01
338,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,20,70.0,9135,7,5,6,5,113.0,810,0,726,1536,1536,0,0,1536,1,0,2,0,3,1,7,0,6.0,2,532,192,74,0,0,0,0,0,12,2008,214000,2008-12-01
339,RL,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,Gd,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,Shed,WD,Normal,20,91.0,14145,7,7,22,8,0.0,213,0,995,1208,1621,0,0,1621,1,0,2,0,3,1,8,0,22.0,2,440,108,45,0,0,0,0,400,5,2006,202500,2006-05-01
340,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,Fa,No,Rec,Unf,GasA,TA,Y,FuseA,TA,Typ,0,Attchd,Unf,TA,TA,Y,0,0,0,WD,Normal,20,66.0,12400,6,7,51,11,176.0,585,0,630,1215,1215,0,0,1215,0,0,1,0,3,1,6,0,51.0,1,297,0,0,0,0,234,0,0,6,2009,155000,2009-06-01
341,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,60,85.0,14191,8,5,8,8,0.0,0,0,967,967,993,915,0,1908,0,0,2,1,4,1,9,0,8.0,2,431,135,0,0,0,0,0,0,4,2010,202900,2010-04-01
342,RH,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,AsbShng,None,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,0,CarPort,Unf,TA,TA,N,0,0,0,WD,Normal,20,60.0,8400,4,4,59,59,0.0,0,0,721,721,841,0,0,841,0,0,1,0,2,1,4,0,59.0,1,294,250,0,24,0,0,0,0,9,2009,82000,2009-09-01
343,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,Stucco,Stucco,BrkFace,TA,TA,Slab,0,0,0,0,0,Wall,Fa,N,FuseA,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,90,0.0,8544,3,4,57,56,340.0,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,57.0,2,400,0,0,0,0,0,0,0,5,2006,87500,2006-05-01
344,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Ex,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,120,63.0,8849,9,5,3,3,616.0,28,0,1656,1684,1684,0,0,1684,0,0,2,0,2,1,6,1,3.0,2,564,495,72,0,0,0,0,0,7,2008,266000,2008-07-01
345,RM,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,No,Rec,BLQ,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,Unf,TA,TA,Y,0,0,0,WD,Normal,160,36.0,2592,5,3,34,34,0.0,129,232,175,536,536,576,0,1112,0,0,1,1,3,1,4,0,34.0,1,336,182,0,0,0,0,0,0,4,2010,85000,2010-04-01
346,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Fa,Typ,Gd,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,50,65.0,6435,6,5,67,56,0.0,0,0,972,972,972,605,0,1577,0,0,1,0,3,1,6,1,67.0,1,312,0,0,0,0,0,0,0,10,2006,140200,2006-10-01
347,RL,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,RFn,TA,TA,Y,0,0,Gar2,WD,Normal,20,0.0,12772,6,8,47,9,0.0,498,0,460,958,958,0,0,958,0,0,1,0,2,1,5,0,47.0,1,301,0,0,0,0,0,0,15500,4,2007,151500,2007-04-01
348,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,FuseA,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,0,0,0,WD,Normal,20,0.0,17600,6,5,49,49,30.0,1270,0,208,1478,1478,0,0,1478,1,0,2,0,3,1,6,2,49.0,2,498,0,40,0,0,0,0,0,12,2009,157500,2009-12-01
349,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,BuiltIn,RFn,TA,TA,Y,0,0,0,WD,Normal,160,36.0,2448,7,5,5,4,106.0,573,0,191,764,764,862,0,1626,1,0,2,1,2,1,6,0,5.0,2,474,0,27,0,0,0,0,0,10,2008,154000,2008-10-01
350,RL,Pave,0,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Ex,Attchd,Fin,TA,TA,Y,0,0,0,New,Partial,60,56.0,20431,9,5,1,0,870.0,1410,0,438,1848,1848,880,0,2728,1,0,2,1,4,1,10,2,2020.0,3,706,0,0,0,0,0,0,0,4,2006,437154,2006-04-01
351,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,0,0,0,New,Partial,120,68.0,7820,9,5,0,0,362.0,0,0,1869,1869,1869,0,0,1869,0,0,2,0,2,1,6,1,2020.0,2,617,210,54,0,0,0,0,0,12,2007,318061,2007-12-01
352,RL,Pave,0,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,0,0,0,WD,Abnorml,120,0.0,5271,7,5,20,20,0.0,1082,0,371,1453,1453,0,0,1453,1,0,1,1,2,1,6,1,20.0,2,445,0,80,0,0,184,0,0,12,2006,190000,2006-12-01
353,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,Fa,Mn,LwQ,Rec,GasA,TA,N,SBrkr,TA,Typ,0,Detchd,Unf,TA,Fa,Y,0,0,0,ConLw,Normal,50,60.0,9084,5,6,67,58,0.0,236,380,0,616,616,495,0,1111,0,1,1,0,3,1,5,0,67.0,1,200,48,0,0,0,0,0,0,3,2008,95000,2008-03-01
354,RM,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,30,60.0,8520,6,8,82,7,0.0,0,0,624,624,720,0,0,720,0,0,1,0,2,1,5,0,5.0,2,484,106,0,0,0,0,0,0,5,2010,105900,2010-05-01
355,RL,Pave,0,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,MetalSd,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,0,0,0,WD,Normal,50,60.0,8400,6,5,66,6,0.0,388,0,552,940,1192,403,0,1595,0,0,1,0,2,1,6,2,66.0,1,240,0,0,108,0,0,0,0,6,2006,140000,2006-06-01
356,RL,Pave,0,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,Gd,No,ALQ,BLQ,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,20,105.0,11249,6,5,12,12,0.0,334,544,322,1200,1200,0,0,1200,1,0,2,0,3,1,6,0,12.0,2,521,0,26,0,0,0,0,0,8,2007,177500,2007-08-01
357,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,20,0.0,9248,6,6,17,17,106.0,560,0,598,1158,1167,0,0,1167,1,0,2,0,3,1,6,0,17.0,2,400,120,26,0,0,0,0,0,7,2009,173000,2009-07-01
358,RM,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Po,Attchd,Fin,TA,TA,Y,0,MnPrv,0,WD,Normal,120,44.0,4224,5,5,31,31,0.0,874,0,268,1142,1142,0,0,1142,1,0,1,1,3,1,6,1,31.0,2,528,536,90,0,0,0,0,0,8,2007,134000,2007-08-01
359,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,Rec,GasA,Ex,Y,FuseF,Gd,Min2,0,BuiltIn,Unf,TA,TA,Y,0,0,0,WD,Abnorml,80,92.0,6930,5,4,48,48,120.0,300,294,468,1062,1352,0,0,1352,0,1,1,0,3,1,6,0,48.0,1,288,168,0,294,0,0,0,0,7,2006,130000,2006-07-01
360,RL,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,60,78.0,12011,8,5,8,8,530.0,956,0,130,1086,1086,838,0,1924,1,0,2,1,3,1,7,1,8.0,2,592,208,75,0,0,374,0,0,6,2006,280000,2006-06-01
361,RL,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,0,MnPrv,0,WD,Normal,85,0.0,7540,6,6,29,29,0.0,773,0,115,888,912,0,0,912,1,0,1,0,2,1,5,1,29.0,2,470,0,0,0,0,192,0,0,6,2007,156000,2007-06-01
362,RL,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,N,0,0,0,WD,Normal,50,0.0,9144,5,5,68,26,0.0,399,0,484,883,988,517,0,1505,1,0,1,0,3,1,8,0,68.0,1,240,0,0,0,0,0,0,0,7,2008,145000,2008-07-01
363,RL,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,Slab,0,0,0,0,0,GasA,Ex,Y,SBrkr,Gd,Typ,Ex,BuiltIn,RFn,TA,TA,Y,0,0,0,ConLD,Normal,85,64.0,7301,7,5,6,6,500.0,0,0,0,0,495,1427,0,1922,0,0,3,0,4,1,7,1,6.0,2,672,0,0,177,0,0,0,0,7,2009,198500,2009-07-01
364,RM,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,160,21.0,1680,6,8,37,2,510.0,162,0,321,483,483,504,0,987,0,0,1,1,2,1,5,0,37.0,1,264,250,0,0,0,0,0,0,5,2009,118000,2009-05-01
365,RL,Pave,0,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,60,0.0,18800,6,5,30,30,120.0,712,0,84,796,790,784,0,1574,1,0,2,1,3,1,6,1,30.0,2,566,306,111,0,0,0,0,0,7,2006,190000,2006-07-01
366,RM,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,Fa,No,Rec,Unf,GasA,Gd,Y,FuseA,TA,Typ,0,Detchd,Unf,TA,Fa,Y,0,0,0,WD,Normal,70,59.0,10690,5,7,89,12,0.0,456,0,216,672,672,672,0,1344,0,0,1,0,3,1,6,0,45.0,1,468,0,128,218,0,0,0,0,7,2009,147000,2009-07-01
